anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:72470		UBERON:0002968	central gray substance of pons
FMA:72471	The tegmental pontine reticular nucleus (or pontine reticular nucleus of the tegmentum) is an area within the floor of the midbrain. This area is known to affect the cerebellum with its axonal projections. These efferent connections have been proven to project not only ipsilaterally, but also to decussate and project to the contralateral side of the vermis. It has also been shown that the projections from the tegmenti pontis to the cerebellar lobes are only crossed fibers. The n.r. tegmenti pontis also receives afferent axons from the cerebellum. This nucleus is known for its large amount of multipolar cells and its particularly reticular structure. The n.r. tegmenti pontis is topographically related to pontine nuclei (non-reticular), being just dorsal to them. The nucleus reticularis has been known to mediate eye movements, otherwise known as so-called saccadic movement. This makes sense concerning their connections as it would require a nucleus which receives and projects to the cerebellum to mediate that kind of complex circuitry. Also, behaviorally this makes sense as no one thinks about saccadic movements when scanning a room and the saccadic movements are not directly controlled by the cortex. The nuclei of the cerebellum are the most traditionally studied mostly because it is easy to see which nuclei degrade when the cerebellum is amputated. The neurons of the lateral reticular formation are very important for reflexes and the mediation of posture. It has been shown in cats that electrical stimulation of the reticular formation can make a standing cat lie down. Conversely if the cat is stimulated in an alternate spot it can make a lying cat stand.	UBERON:0002147	reticulotegmental nucleus
FMA:72472	One of two recognized nuclei comprising the superior olive. The lateral superior olivary nucleus is much less prominent in humans than in many rodents and carnivores. In the latter species, it is frequently described as S- or V-shaped.	UBERON:0002779	lateral superior olivary nucleus
FMA:72473	One of two subnuclei of the superior olive located within the caudal pontine tegmentum. Appears as a parasagittal row of transversely oriented bipolar neurons in transverse sections of human, with elongated somata in humans and other primates and large caliber dendrites.	UBERON:0002782	medial superior olivary nucleus
FMA:72474		UBERON:0002976	preolivary nucleus
FMA:72475	.	UBERON:0022437	dorsal periolivary nucleus
FMA:72476		UBERON:0035930	retro-olivary nucleus
FMA:72477	A small nucleus of the periolivary complex located laterally to the MNTB, and ventral to the MSO.	UBERON:0002832	ventral nucleus of trapezoid body
FMA:72478	The locus ceruleus is a dense cluster of neurons within the dorsorostral pons. This nucleus is the major location of neurons that release norepinephrine throughout the brain, and is responsible for physiological responses to stress and panic[GO]. Bluish region in the superior angle of the fourth ventricle floor, corresponding to melanin-like pigmented nerve cells which lie lateral to the ponto-mesencephalic central gray (griseum centrale). It is also known as nucleus pigmentosus pontis[GAID].	UBERON:0002148	locus ceruleus
FMA:72479		UBERON:0002587	nucleus subceruleus
FMA:7248	The three fibrous triangular components and associated flap of the pulmonary valve	UBERON:0005992	pulmonary valve cusp
FMA:72480	The Medial parabrachial nucleus is a nucleus of the pons which constitutes part of the pneumotaxic center. It gets its name from its location relative to the superior cerebellar peduncles, which is also known as the 'brachia conjunctiva'. [WP,unvetted].	UBERON:0002918	medial parabrachial nucleus
FMA:72481	The lateral parabrachial nucleus induces thirst by stimulating the median preoptic nucleus. It gets its name from its location relative to the superior cerebellar peduncles, which is also known as the 'brachia conjunctiva'. [WP,unvetted].	UBERON:0003007	lateral parabrachial nucleus
FMA:72482	Nucleus containing parasympathetic neurons giving rise to the parasympathetic division of the facial nerve, innervating the salivary glands (Brodal, Neurological Anatomy, 3rd ed., 1981, pg 703).	UBERON:0002149	superior salivatory nucleus
FMA:72483		UBERON:0003006	dorsal nucleus of lateral lemniscus
FMA:72484	The lateral lemniscus is a tract of axons in the brainstem that carries information about sound from the cochlear nucleus to various brainstem nuclei and ultimately the contralateral inferior colliculus of the midbrain. Three distinct, primarily inhibitory, cellular groups are located interspersed within these fibers, and are thus named the nuclei of the lateral lemniscus. [WP,unvetted].	UBERON:0002604	ventral nucleus of lateral lemniscus
FMA:72485	A pathway that terminates on the hair cells of the cochlea or equivalent organ in the inner ear.	UBERON:0002775	olivocochlear bundle
FMA:72487	Bundles of axons traversing the pontine tegmentum oriented in the mediolateral direction. These fibers are related to the auditory pathway. Nuclei are embedded within these fibers.	UBERON:0002932	trapezoid body
FMA:72488	the crossing of the two trochlear nerves at their exit through the velum medullare anterius.	UBERON:0002787	decussation of trochlear nerve
FMA:72489		UBERON:0002666	mesencephalic tract of trigeminal nerve
FMA:72491	Nerve fibers arising from motor neurons in the abducens nucleus that are contained within the pontine tegmentum	UBERON:0002786	root of abducens nerve
FMA:72492	Part of dorsal longitudinal fasciculus located within the pons	UBERON:0002793	dorsal longitudinal fasciculus of pons
FMA:72493	A medial longitudinal fasciculus that is part of a pons [Automatically generated definition].	UBERON:0002794	medial longitudinal fasciculus of pons
FMA:72494		UBERON:0002783	central tegmental tract of pons
FMA:72495		UBERON:0007709	superior cerebellar peduncle of pons
FMA:72496	white matter structure containing fibers arising from the cochlear nuclear complex	UBERON:0002790	dorsal acoustic stria
FMA:72497	White matter structure containing axons arising from cochlear nuclear complex (Brodal, Neurological Anatomy, 3rd ed, 1985, pg 609)	UBERON:0002952	intermediate acoustic stria
FMA:72498	White matter structure containing fibers arising from neurons in the cochlear nuclear complex	UBERON:0003046	ventral acoustic stria
FMA:72499	Either of the two roots that come of the vestibulocochlear nerve	UBERON:0002731	vestibulocochlear nerve root
FMA:72500	The dorsal trigeminal tract (dorsal trigeminothalamic tract, or lemniscus) is a tract which receives signals from Meissner's corpuscles and Pacinian corpuscles. this tract arises from Principal trigeminal nucleus and terminates in the VPM nucleus of the thalamus. [WP,unvetted].	UBERON:0002797	dorsal trigeminal tract
FMA:72501	A nerve fiber that is part of a trigeminal nerve.	UBERON:0003041	trigeminal nerve fibers
FMA:72502	A fiber bundle that runs through the medulla, pons and midbrain that arises in the cochlear nucleus and projects to various brainstem nuclei and ultimately the contralateral inferior colliculus of the midbrain. The brainstem nuclei include the superior olive, the medial nucleus of the trapezoid body, and the dorsal nucleus of the lateral lemniscus. Fibers leaving these brainstem nuclei ascending to the inferior colliculus rejoin the lateral lemniscus. In that sense, this is not a 'lemniscus' in the true sense of the word (second order, decussated sensory axons), as there is third (and out of the lateral superior olive, fourth) order information coming out of some of these brainstem nuclei. Adapted from Wikipedia.org (MM).	UBERON:0002953	lateral lemniscus
FMA:72503	Part of medial lemniscus located within the pons	UBERON:0002958	medial lemniscus of pons
FMA:72504	Part of spinothalamic tract that is in the pontine tegmentum	UBERON:0002798	spinothalamic tract of pons
FMA:72505		UBERON:0002930	tectopontine tract
FMA:72506	The Anterior trigeminothalamic tract (or ventral trigeminothalamic tract) serves as pain, temperature, and light touch pathway from the face, head and neck. It receives input from trigeminal nerve, facial nerve, glossopharyngeal nerve and vagus nerve. It receives discriminative tactile and pressure input from the contralateral principal sensory nucleus of CN V, which terminates in the ventral posteromedial nucleus of the thalamus. It then ascends to the contralateral sensory cortex via three neurons .	UBERON:0002549	ventral trigeminal tract
FMA:72507		UBERON:0002800	spinal trigeminal tract of pons
FMA:72508	White matter tract containing axons arising in the vestibular ganglion primarily projecting to the ipsilateral cerebellum via the inferior cerebellar peduncle (Heimer, L. The Human Brain, 2nd ed., 1995, pg 370).	UBERON:0002552	vestibulocerebellar tract
FMA:7251	The three fibrous triangular components and associated flap of the aortic valve	UBERON:0005990	aortic valve cusp
FMA:72510	The bend in the facial nerve at the lateral end of the internal acoustic meatus.	UBERON:0014915	genu of facial nerve
FMA:72512	Nuclei in the basal pons, intermingled among the descending axons from the cortex, that receive neocrotcial input and give rise to many axons that cross the midline to enter the contralateral cerebellum (Butler and Hodos, Comparative Vertebrate Neuroanatomy, 2nd ed., 2005, pg 135)	UBERON:0002151	pontine nuclear group
FMA:72513		UBERON:0002732	longitudinal pontine fibers
FMA:72514		UBERON:0002735	transverse pontine fibers
FMA:72515	Regional part of medullary white matter (according to Neuronames) primarily found at the level of the pons, consisting of a very large bundle of fibers originating in the pontine nuclei projecting to the cerebellum (MM).	UBERON:0002152	middle cerebellar peduncle
FMA:72516		UBERON:0003015	anterior quadrangular lobule
FMA:72517	The lobulus centralis is a small square lobule, situated in the anterior cerebellar notch. It overlaps the lingula, from which it is separated by the precentral fissure; laterally, it extends along the upper and anterior part of each hemisphere, where it forms a wing-like prolongation, the alar central lobule. [WP,unvetted].	UBERON:0003013	alar central lobule
FMA:72519	The central lobule is a small square lobule, situated in the anterior cerebellar notch. It overlaps the lingula, from which it is separated by the precentral fissure; laterally, it extends along the upper and anterior part of each hemisphere, where it forms a wing-like prolongation, the ala lobuli centralis. [WP,unvetted].	UBERON:0003021	central lobule
FMA:72522		UBERON:0005350	lobule simplex
FMA:72523	The anterior portion of the posteroinferior lobule of the cerebellum, the posterior portion being the semilunar lobule inferior; the two are continuous with the tuber of the vermis.	UBERON:0005349	paramedian lobule
FMA:72524	.	UBERON:0005976	ansiform lobule crus I
FMA:72525	.	UBERON:0005977	ansiform lobule crus II
FMA:72526	The biventer lobule (or biventral lobule) is triangular in shape; its apex points backward, and is joined by the gray band to the pyramid. The lateral border is separated from the inferior semilunar lobule by the postpyramidal fissure. The base is directed forward, and is on a line with the anterior border of the tonsil, and is separated from the flocculus by the postnodular fissure.	UBERON:0006121	hemispheric lobule VIII
FMA:72536	The two or three small masses of gray matter that is located medial to the emboliform nucleus and lateral to the fastigial nucleus; it receives axons from the intermediate area of the cerebellar hemispheres and its afferents exit through the superior cerebellar peduncle.	UBERON:0002613	cerebellum globose nucleus
FMA:72537	the most medial of the cerebellar nuclei; it receives its afferent input from Purkinje cells of the flocculonodular lobe and the vermis, and most of its efferent connections travel via the inferior cerebellar peduncle to the vestibular nuclei and to the medullary reticular formation	UBERON:0002153	fastigial nucleus
FMA:72538	the small wedge shaped nucleus interposed between the dentate and fastigial nuclei; it receives axons from Purkinje cells of the intermediate area of the cerebral hemispheres and most of its efferent connections travel via the superior cerebellar peduncle	UBERON:0002602	emboliform nucleus
FMA:72539		UBERON:0002747	neodentate part of dentate nucleus
FMA:72540		UBERON:0006743	paleodentate of dentate nucleus
FMA:72546		UBERON:0002568	amiculum of dentate nucleus
FMA:72548	The mouth of the flasklike dentate nucleus of the cerebellum, directed inward (rostromedial), and giving exit to many of the fibers that compose the superior cerebellar peduncle or brachium conjunctivum.	UBERON:0002744	hilum of dentate nucleus
FMA:72571		UBERON:0002830	anteroventral cochlear nucleus
FMA:72572		UBERON:0002831	posteroventral cochlear nucleus
FMA:72573	A nuclear complex of the medullary reticular formation that can be divided into three subnuclei: the parvocellular, magnocellular and the subtrigeminal[WP,modified].	UBERON:0009775	lateral medullary reticular complex
FMA:72574	A nucleus of the lateral medullary nuclear complex.	UBERON:0002154	lateral reticular nucleus
FMA:72575	The parvocellular reticular nucleus is part of the brain located dorsolateral to the nucleus reticularis pontis caudalis. The dorsal portion of the reticular nucleus has been shown to innervate the mesencephalic trigeminal nucleus and its surrounding area. Also, it projects to the facial nucleus, hypoglossal nucleus and parabrachial nucleus along with parts of the caudal parvocellular reticular formation. This nucleus is also involved in expiration with a part of the gigantocellular nucleus.	UBERON:0016633	parvocellular reticular nucleus
FMA:72576	Nucleus located in the rostral ventrolateral medulla. The PGL was originally identified by cytoarchitectural criteria in the human medulla (Olszewski and Baxter, 1954). In humans, the PGL is located in the ventrolateral quadrant of the rostral medullary tegmentum between the nucleus subtrigeminalis caudally, trapezoid body and the superior olive rostrally, nucleus gigantocellularis medially, spinothalamic tract fibers laterally, inferior olive ventrally, and the nucleus ambiguous dorsally (Olszewski and Baxter, 1954). In the rat, the PGL has been further subdivided into retrofacial PGL (caudal to the facial nucleus), and more rostrally located juxtafacial PGL (medial to the facial nucleus), based upon different connectivity.	UBERON:0002155	gigantocellular nucleus
FMA:72577		UBERON:0016824	lateral paragigantocellular nucleus
FMA:72578		UBERON:0016825	dorsal paragigantocellular nucleus
FMA:72580		UBERON:0016826	paramedian medullary reticular complex
FMA:72581	Small nucleus in the brainstem of human, located adjacent and medial to the nucleus prepositus in the dorsal medulla, described in several atlases of human brain stem. In transverse sections, it is oval with its long axis aligned with the dorsal border of the brainstem. It begins at about the same A-P level as the nucleus prepositus, just rostral to the hypoglossal nucleus. It includes calretinin immunoreactive large cells with oval or polygonal cell bodies. Cells are not immunoreactive for either calbindin or parvalbumin, but a few fibers immunoreactive to each protein are found within its central region. Cells in PMD are also immunoreactive to nNOS, and immunoreactivity to a neurofilament protein shows many labeled cells and fibers. According to Baizer et al., no equivalent structure was observed in the cat, rat, mouse or monkey atlas although they did not look at the brains of the great apes.	UBERON:0016827	dorsal paramedian reticular nucleus
FMA:72583	A medullary nucleus that sends its connections to the spinal cord in a mostly ipsilateral manner.	UBERON:0007764	paramedian reticular nucleus
FMA:72584	The nucleus raphe magnus, located directly rostral to the raphe obscurus, is afferently stimulated from axons in the spinal cord and cerebellum. This makes the magnus a likely candidate for part of the motor system; however, it seems to participate in the endogenous analgesia system. The magnus receives descending afferents from the periaqueductal gray, the paraventricular hypothalamic nucleus, central nucleus of the amygdala, lateral hypothalamic area, parvocellular reticular nucleus and the prelimbic, infralimbic, medial and lateral precentral cortices . All of these brain areas influence the main function of the raphe magnus. The main function of the magnus is mostly pain mediation; in fact it sends projections to the dorsal horn of the spinal cord to directly inhibit pain. The periaquiductal gray, the epicenter of analgesia, sends efferent connections to the nucleus raphe magnus in when it is stimulated by opiates (endogenous or otherwise). Electrical stimulation of the PAG produces analgesia, as well as administration of morphine to the PAG or n.r. magnus. The antinociceptic effects of electrical stimulation of the PAG can be blocked by administering naloxone, an opiate antagonist, to the n.r. magnus. All of this seems to indicate that the magnus is part of the endogenous opiate system, and acts to inhibit pain in the spinal cord. [WP,unvetted].	UBERON:0002156	nucleus raphe magnus
FMA:72585	The raphe obscurus projects to the cerebellar lobes VI and VII and to crus II along with the nucleus raphe pontis . This so called obscure nucleus has also been implicated in the modulation of the hypoglossal nerve. It has been observed that the ablation of this nucleus causes a change in the firing pattern in the XII nerve . In addition, the raphe obscurus mediates expiration via the inhibitory effect of serotonin and depresses periodic synaptic potentials . It has also been shown that this nucleus stimulates gastrointestinal motor function; microinjections of 5-HT into the n.r. obscurus increase gastric movement . [WP,unvetted].	UBERON:0002684	nucleus raphe obscurus
FMA:72586	The nucleus raphe pallidus receives afferent connections from the periaqueductal gray, the paraventricular hypothalamic nucleus, central nucleus of the amygdala, lateral hypothalamic area, and parvocellular reticular nucleus. Also, the pallidus receives afferents from the medial preoptic area, median preoptic nucleus and lateral paragigantocellular reticular nuclei . The pallidus has recently been shown to be involved in the activation of a fever as an immunoreaction. It has been implied that the preoptic area is constantly inhibiting the raphe pallidus, especially the rostral portion, with GABA. When the preoptic area receives immune signals from the body, the inhibition stops and the rostral portion of the raphe pallidus excites the intermediolateral cell column, which induces a fever . The raphe pallidus has also been known to mediate the tachycardia response, an extremely high heart rate known to be incited by emotional or psychological stress. Microinjections of a GABA-a antagonist into the raphe pallidus, induces an increased heart rate. Conversely, microinjections of muscimol, a GABA-a agonist, inhibit tachycardia in rats under air-stress stimuli. In both of these cases, GABA is mediating two different sympathetic responses, so clearly the nucleus raphe pallidus is a far more a complex nucleus than previously thought. [WP,unvetted].	UBERON:0002157	nucleus raphe pallidus
FMA:7259	A papillary muscle that is part of a right ventricle [Automatically generated definition].	UBERON:0004523	papillary muscle of right ventricle
FMA:72592	The inferior olivary nucleus that consists of the major laminar structure.	UBERON:0002158	principal inferior olivary nucleus
FMA:72593	The inferior olivary nucleus that is the smallest, and appears on transverse section as a curved lamina behind the primary olivary nucleus	UBERON:0007249	dorsal accessory inferior olivary nucleus
FMA:72594	The inferior olivary nucleus that lies between the primary olivary nucleus and the pyramid, and forms a curved lamina, the concavity of which is directed laterally	UBERON:0002159	medial accessory inferior olivary nucleus
FMA:72595		UBERON:0002867	central gray substance of medulla
FMA:72596		UBERON:0002160	nucleus prepositus
FMA:72597		UBERON:0002876	nucleus intercalatus
FMA:72598		UBERON:0002869	diffuse reticular nucleus
FMA:72599	The term paratrigeminal nucleus refers to a group of cells located lateral to the spinal trigeminal tract of the medulla and medial to the spinocerebellar tracts at the level of the spinal trigeminal nucleus. The cells, identified by Nissl stain, are partially embedded in the adjacent tracts; their distribution varies by species. The paratrigeminal nucleus may represent an extension of the lateral cervical nucleus into the medulla ( Swanson-2004 ). It is found in the human ( Carpenter-1983 ), the macaque ( Paxinos-2009a ), the rat ( Swanson-2004 ) and the mouse ( Paxinos-2001 ). In the functional model of central nervous system organization it is classified as part of the subcortical somatosensory system ( Swanson-2004 )	UBERON:0016832	paratrigeminal nucleus
FMA:72600		UBERON:0002879	peritrigeminal nucleus
FMA:72601	In the brain, the inferior salivatory nucleus is a cluster of neurons controlling the parasympathetic input to the parotid gland. It is one of the components of the glossopharyngeal nerve. [WP,unvetted].	UBERON:0002872	inferior salivatory nucleus
FMA:72602	Nucleus in the caudal medulla that receive projections primarily from ipsilateral dorsal root ganglion cells via the posterior column of the spinal cord	UBERON:0002161	gracile nucleus
FMA:72603	The accessory cuneate nucleus is located lateral to the cuneate nucleus in the medulla oblongata at the level of the sensory decussation. It receives input from cervical spinal nerves and transmits that information to the cerebellum. These fibers are called cuneocerebellar fibers. In this function, the accessory cuneate nucleus is comparable to the upper extremity portion of the posterior spinocerebellar tract. [WP,unvetted].	UBERON:0002864	accessory cuneate nucleus
FMA:72604		UBERON:0002874	lateral pericuneate nucleus
FMA:72605		UBERON:0002875	medial pericuneate nucleus
FMA:72606		UBERON:0002866	caudal part of spinal trigeminal nucleus
FMA:72607	A small, rounded eminence on each side of the fourth ventricle, which receives nerve fibers from the solitary nucleus , spinal cord, and adjacent areas of the medulla. The area postrema lies outside the blood-brain barrier and its functions include acting as an emetic chemoreceptor.	UBERON:0002162	area postrema
FMA:72608		UBERON:0002880	pontobulbar nucleus
FMA:72609		UBERON:0002865	arcuate nucleus of medulla
FMA:72610		UBERON:0023378	medullary anterior horn
FMA:72611		UBERON:0035938	amiculum of inferior olive
FMA:72612	The white core of the inferior olivary nucleus of the medulla oblongata, most prominent medially.	UBERON:0008333	hilum of inferior olivary complex
FMA:72613	Fibers interconnecting the cerebellum and vestibular nuclei, traveling medial to the restiform body (inferior cerebellar peduncle) (Nolte, The Human Brain, 6th ed., pg 497)	UBERON:0002592	juxtarestiform body
FMA:72614		UBERON:0002754	predorsal bundle
FMA:72615	Regional part of medullary white matter (according to Neuronames) primarily found at the level of the open medulla, consisting of a large bundle of fibers projecting to and projecting from the cerebellum. The icp is continuous with the dorsal spinocerebellar tract and also contains a large number of fibers originating in the inferior olivary complex (MM).	UBERON:0002163	inferior cerebellar peduncle
FMA:72616	Part of Lissauer's tract located in the medulla	UBERON:0002649	dorsolateral fasciculus of medulla
FMA:72617	Part of dorsal longitudinal fasciculus located in the medulla	UBERON:0002646	dorsal longitudinal fasciculus of medulla
FMA:72618	A medial longitudinal fasciculus that is part of a medulla [Automatically generated definition].	UBERON:0002750	medial longitudinal fasciculus of medulla
FMA:72619	The solitary tract is a compact fiber bundle that extends longitudinally through the posterolateral region of the medulla. The solitary tract is surrounded by the nucleus of the solitary tract, and descends to the upper cervical segments of the spinal cord. [WP,unvetted].	UBERON:0002718	solitary tract
FMA:72620	A long process of a CNS neuron, that carries efferent (outgoing) action potentials from the cell body in the superior colliculus of the midbrain towards target cells in the ventral spinal cord[GO].	UBERON:0002949	tectospinal tract
FMA:72621	Part of medial lemniscus located within the medulla	UBERON:0002748	medial lemniscus of medulla
FMA:72622	The sensory decussation or decussation of the lemniscus is a decussation or cross over of axons from the gracile nucleus and cuneate nucleus. The fibres of this decussation are called the internal arcuate fibres and are found at the superior aspect of the closed medulla superior to the motor decussation. It is part of the second neuron in the Posterior column-medial lemniscus pathway. [WP,unvetted].	UBERON:0002643	decussation of medial lemniscus
FMA:72623	Part of cuneate fasciculus found in the medulla	UBERON:0002642	cuneate fasciculus of medulla
FMA:72624	Part of gracile fasiculus located in the medulla	UBERON:0002653	gracile fasciculus of medulla
FMA:72625	Part of spinal trigeminal tract located in the medulla	UBERON:0002715	spinal trigeminal tract of medulla
FMA:72626	Fibers of the accessory nerve (11th cranial nerve) contained within the medulla	UBERON:0006117	accessory nerve fiber bundle
FMA:72627		UBERON:0006090	glossopharyngeal nerve fiber bundle
FMA:72628		UBERON:0006116	vagal nerve fiber bundle
FMA:72629	Internal arcuate fibers are the axons of second-order neurons contained within the gracile and cuneate nuclei of the medulla oblongata. These fibers cross from one side of the medulla to the other to form the medial lemniscus. Part of the dorsal column-medial lemniscus system (second neuron), the internal arcuate fibers are important for relaying the sensation of fine touch and proprioception to the thalamus and ultimately to the cerebral cortex.	UBERON:0006087	internal arcuate fiber bundle
FMA:72630		UBERON:0006089	dorsal external arcuate fiber bundle
FMA:72631		UBERON:0006097	ventral external arcuate fiber bundle
FMA:72632	A nerve root that extends_fibers_into a hypoglossal nerve.	UBERON:0004675	hypoglossal nerve root
FMA:72633	Part of medulla comprising a white matter structure containing nerve fibers of the pyramidal tract crossing from one side of the brain to the other (MM)	UBERON:0002755	pyramidal decussation
FMA:72634	The corticospinal fibers that arise from the pyramidal cells within the cerebral cortex layer V of the precentral motor area, the premotor area and the postcentral gyrus, then descend into and through the medulla to form the lateral corticospinal tract and the anterior corticospinal tract.	UBERON:0002707	corticospinal tract
FMA:72635	Part of the corticospinal tract located in the spinal cord, formed as 75 to 90% of the corticospinal fibers cross to the opposite side of the brainstem in the pyramidal decussation. This tract descends the length of the spinal cord in the lateral white column (Adapted from Brain Info)	UBERON:0002589	lateral corticospinal tract
FMA:72636	Part of pyramidal tract (corticospinal tract) containing uncrossed fibers and traveling in the ventral funiculus of the spinal cord.	UBERON:0002760	ventral corticospinal tract
FMA:72637	White matter tract that originates from the cuneate and external cuneate nuclei. It relays ascending spinal fibers in the dorsal funiculus and conveys information from forelimbs to the cerebellum.	UBERON:0002640	cuneocerebellar tract
FMA:72638	The olivocerebellar tract (olivocerebellar fibers) leaves the olivary nucleus and pass out through the hilum and decussate with those from the opposite olive in the raphé, then as internal arcuate fibers they pass partly through and partly around the opposite olive and enter the inferior peduncle to be distributed to the cerebellar hemisphere of the opposite side from which they arise. They terminate directly on Purkinje cells as the climbing fiber input system. [WP,unvetted].	UBERON:0002752	olivocerebellar tract
FMA:72640	White matter tract arising in red nucleus and projecting to spinal cord ventral horn	UBERON:0002714	rubrospinal tract
FMA:72641	It ascends the dorsal part of the lateral funiculus and enters the cerebellum via the restiform body. Within the cerebellum, its axons terminate in the ipsilateral hindlimb area of the anterior lobe and in the pyramis and the paramedian lobule predominantly ipsilaterally. Rostrally, it extends to lobules I and II. Afferents from the upper trunk, forelimbs, and the neck to the cerebellum.	UBERON:0002753	posterior spinocerebellar tract
FMA:72642	Runs through the ventrolateral surface of the spinal cord. It enters the cerebellum through the superior cerebellar peduncle. It crosses the midline at the segmental level and recrosses in the cerebellum. Its terminals are distributed in the cerebellar anterior lobe, preferentially in the ipsilateral intermediate cortex. Rostrally, it extends to lobule II.	UBERON:0002987	anterior spinocerebellar tract
FMA:72643	The spino-olivary tract is located in the ventral funiculus of the spinal cord. This tract carries proprioception information from muscles and tendons as well as cutaneous impulses to the olivary nucleus. [WP,unvetted].	UBERON:0002719	spino-olivary tract
FMA:72644	Part of spinothalamic tract that is in the medulla	UBERON:0002944	spinothalamic tract of medulla
FMA:72645	A long process of a CNS neuron, that carries efferent (outgoing) action potentials from the cell body in the optic tectum towards target cells in the premotor reticulospinal system in the hindbrain.	UBERON:0002164	tectobulbar tract
FMA:72646	A long process of a CNS neuron, that carries efferent (outgoing) action potentials from the cell body in the vestibular nucleus of the pons towards target cells in the spinal cord[GO].	UBERON:0002768	vestibulospinal tract
FMA:72652	A life cycle stage that starts with fertilization and ends with the fully formed embryo.	UBERON:0000068	embryo stage
FMA:7269	the supporting bundles of muscular fibers lining the walls of the ventricles of the heart	UBERON:0002511	trabecula carnea
FMA:7270	A trabecula carnea that is part of a heart right ventricle.	UBERON:0006570	trabecula carnea of right ventricle
FMA:7271	A trabecula carnea that is part of a heart left ventricle.	UBERON:0006571	trabecula carnea of left ventricle
FMA:72719	Part of cerebral hemisphere located on the medial surface, forming a ring around the brain stem	UBERON:0002600	limbic lobe
FMA:7280	The endocardium is an anatomical structure comprised of an endothelium and an extracellular matrix that forms the innermost layer of tissue of the heart, and lines the heart chambers[GO].	UBERON:0002165	endocardium
FMA:7281	Endocardium that is part of the right atrium.	UBERON:0009129	right atrium endocardium
FMA:7282	A portion of cardiac muscle tissue that is part of a right atrium [Automatically generated definition].	UBERON:0003379	cardiac muscle of right atrium
FMA:72828	A putamen that is part of a right cerebral hemisphere.	UBERON:0008885	right putamen
FMA:72829	A putamen that is part of a left cerebral hemisphere.	UBERON:0008884	left putamen
FMA:7283	A portion of cardiac muscle tissue that is part of an atrium [Automatically generated definition].	UBERON:0004490	cardiac muscle tissue of atrium
FMA:7284	Endocardium that is part of the atrium.	UBERON:0002166	endocardium of atrium
FMA:7285	A portion of cardiac muscle tissue that is part of a left atrium [Automatically generated definition].	UBERON:0003380	cardiac muscle of left atrium
FMA:7286	Endocardium that is part of the left atrium.	UBERON:0034903	left atrium endocardium
FMA:72954	The subdivision of the musculoskeletal system that consists of all the muscles of the body[VSAO, modified].	UBERON:0000383	musculature of body
FMA:72969	A frontal cortex that is part of a right cerebral hemisphere.	UBERON:0002810	right frontal lobe
FMA:72970	A frontal cortex that is part of a left cerebral hemisphere.	UBERON:0002811	left frontal lobe
FMA:72971	A temporal lobe that is part of a right cerebral hemisphere.	UBERON:0002809	right temporal lobe
FMA:72972	A temporal lobe that is part of a left cerebral hemisphere.	UBERON:0002808	left temporal lobe
FMA:72973	Parietal lobe of the right hemisphere of the brain	UBERON:0002803	right parietal lobe
FMA:72974	Parietal lobe of the left hemisphere of the brain	UBERON:0002802	left parietal lobe
FMA:72975	An occipital lobe that is part of a right cerebral hemisphere.	UBERON:0002807	right occipital lobe
FMA:72976	An occipital lobe that is part of a left cerebral hemisphere.	UBERON:0002806	left occipital lobe
FMA:72979	Connected anatomical system that forms a barrier between an animal and its environment. In vertebrates, the integumental system consists of the epidermis, dermis plus associated glands and adnexa such as hair and scales. In invertebrates, the integumental system may include cuticle.	UBERON:0002416	integumental system
FMA:72980	A limbic lobe that is part of a right cerebral hemisphere.	UBERON:0002805	right limbic lobe
FMA:72981	A limbic lobe that is part of a left cerebral hemisphere.	UBERON:0002804	left limbic lobe
FMA:7309	Lung which consists of the right upper lobe, middle lobe and right lower lobe.[FMA]	UBERON:0002167	right lung
FMA:7310	Lung which consists of the left upper lobe and left lower lobe.[FMA]	UBERON:0002168	left lung
FMA:7311	A lung lobe is one of the rounded projections that compose the lung[GO].	UBERON:0000101	lobe of lung
FMA:73126	.	UBERON:0011869	pisiform joint
FMA:7313	The part of the airway consisting of a respiratory bronchiole and all of its branches	UBERON:0008874	pulmonary acinus
FMA:7317	The small terminal dilation of the alveolar ducts around which the alveoli form pocket-like clusters	UBERON:0002169	alveolar sac
FMA:7318	Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].	UBERON:0002299	alveolus of lung
FMA:73222		UBERON:0012134	medial-intermediate intercuneiform joint
FMA:73223		UBERON:0012133	lateral-intermediate intercuneiform joint
FMA:73266	Any portion of sweat that is produced by a sweat gland of the scrotum.	UBERON:0007772	scrotal sweat
FMA:73285	A sac-like structure that is found in the mature gland[GO].	UBERON:0003214	mammary gland alveolus
FMA:7330	A depression on the surface of the lung where the bronchus, blood vessels and nerves enter.	UBERON:0004886	lung hilus
FMA:7333	The lobe of the right lung that is closest to the head.	UBERON:0002170	upper lobe of right lung
FMA:7334	A lobe of the lung that is closest to the head.	UBERON:0008948	upper lobe of lung
FMA:7335	The bottom most subdivision of either the right or left lung.	UBERON:0008949	lower lobe of lung
FMA:7337	The lobe of the right lung that is furtherst from the head.	UBERON:0002171	lower lobe of right lung
FMA:7340		UBERON:0002172	alveolar atrium
